family_id,video_id,candidate_family_hint,cluster_confidence,source_fidelity,trade_source_primary,trade_source_revision,independent_source,independent_source_revision,index_option_partition_present,independent_nifty_partition_present,ohlc_available,bid_ask_available,tradeMarkk_intraday_oi,rissin_intraday_oi,expiry_identity,current_nifty_expiry,historical_lot_size_status,execution_price_model,india_vix,fii_dii,global_context,corporate_actions,feasibility_status,readiness_blocker,rationale,backtest_allowed
EIG001,gLWimSHdH9Y,iron_fly|ratio_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG051,vluJW5DVDbg,straddle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG052,ETiyK2Ybci8,credit_spread|ratio_spread|straddle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG053,QgsC28PVPXo,calendar,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG054,sMZGbncoeKo,covered_call|leaps,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,STOCK_OPTIONS_NOT_VERIFIED_AT_PIN,The pinned Phase 29 index-option source has not verified stock-option contract coverage for this rule.,NO
EIG055,5Dr2SL-MQxY,ratio_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG056,mezwEBOn0bY,debit_spread|ratio_spread|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG057,851ZmXYon64,ratio_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG058,Y0EbZhLin44,iron_fly|straddle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG059,nEgtT3KQ1yg,covered_call,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,STOCK_OPTIONS_NOT_VERIFIED_AT_PIN,The pinned Phase 29 index-option source has not verified stock-option contract coverage for this rule.,NO
EIG060,6HZUXkGns2A,iron_condor|iron_fly,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG061,mgZ7FWdG3c8,unresolved,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,UNRESOLVED,SOURCE_RULE_UNRESOLVED,No stable canonical payoff-family requirement has yet been established.,NO
EIG062,boRpz56uI6o,debit_spread|iron_fly|leaps|ratio_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,LONG_DATED_CONTINUITY_NOT_VERIFIED,Long-dated/LEAPS continuity and contract lifecycle coverage are not proven by the pinned 1-minute readiness sources.,NO
EIG063,3VaIprntqlA,credit_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG064,o6CSaHAq50c,calendar|iron_fly|straddle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG065,3dKrtjyX4hc,calendar|ratio_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG066,gwPOZtHwLIc,iron_condor|ratio_spread|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG067,q9aOvZcvMEI,ratio_spread|straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG068,QlQVLenJ_Rc,straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG069,mQ0A07NzKmY,calendar|straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
