day,window,multiplier,friction,status,signal,strike,type
2025-05-16,15,1.0,stress,NO_SIGNAL,,,
2025-05-19,15,1.0,stress,NO_SIGNAL,,,
2025-05-22,15,1.0,stress,NO_SIGNAL,,,
2025-05-26,15,1.0,stress,NO_SIGNAL,,,
2025-05-27,15,1.0,stress,NO_SIGNAL,,,
2025-05-28,15,1.0,stress,NO_SIGNAL,,,
2025-05-30,15,1.0,stress,NO_SIGNAL,,,
2025-06-02,15,1.0,stress,NO_SIGNAL,,,
2025-06-03,15,1.0,stress,NO_SIGNAL,,,
2025-06-04,15,1.0,stress,NO_SIGNAL,,,
2025-06-09,15,1.0,stress,NO_SIGNAL,,,
2025-06-10,15,1.0,stress,NO_SIGNAL,,,
2025-06-13,15,1.0,stress,NO_SIGNAL,,,
2025-06-17,15,1.0,stress,NO_SIGNAL,,,
2025-06-18,15,1.0,stress,NO_SIGNAL,,,
2025-06-19,15,1.0,stress,NO_SIGNAL,,,
2025-06-23,15,1.0,stress,NO_SIGNAL,,,
2025-06-27,15,1.0,stress,NO_SIGNAL,,,
2025-07-01,15,1.0,stress,NO_SIGNAL,,,
2025-07-03,15,1.0,stress,NO_SIGNAL,,,
2025-07-04,15,1.0,stress,NO_SIGNAL,,,
2025-07-07,15,1.0,stress,NO_SIGNAL,,,
2025-07-08,15,1.0,stress,NO_SIGNAL,,,
2025-07-14,15,1.0,stress,NO_SIGNAL,,,
2025-07-16,15,1.0,stress,NO_SIGNAL,,,
2025-07-21,15,1.0,stress,NO_SIGNAL,,,
2025-07-30,15,1.0,stress,NO_SIGNAL,,,
2025-08-04,15,1.0,stress,NO_SIGNAL,,,
2025-08-12,15,1.0,stress,NO_SIGNAL,,,
2025-08-14,15,1.0,stress,NO_SIGNAL,,,
2025-08-18,15,1.0,stress,NO_SIGNAL,,,
2025-08-21,15,1.0,stress,NO_SIGNAL,,,
2025-08-26,15,1.0,stress,NO_SIGNAL,,,
2025-08-28,15,1.0,stress,NO_SIGNAL,,,
2025-08-29,15,1.0,stress,NO_SIGNAL,,,
2025-09-08,15,1.0,stress,NO_SIGNAL,,,
2025-09-09,15,1.0,stress,NO_SIGNAL,,,
2025-09-11,15,1.0,stress,NO_SIGNAL,,,
2025-09-15,15,1.0,stress,NO_SIGNAL,,,
2025-09-17,15,1.0,stress,NO_SIGNAL,,,
2025-09-19,15,1.0,stress,NO_SIGNAL,,,
2025-09-22,15,1.0,stress,NO_SIGNAL,,,
2025-09-24,15,1.0,stress,NO_SIGNAL,,,
2025-09-26,15,1.0,stress,MISSING_OPTION,2025-09-26 13:32:00,24700.0,PE
2025-09-29,15,1.0,stress,NO_SIGNAL,,,
2025-10-03,15,1.0,stress,NO_SIGNAL,,,
2025-10-08,15,1.0,stress,NO_SIGNAL,,,
2025-10-13,15,1.0,stress,NO_SIGNAL,,,
2025-10-15,15,1.0,stress,MISSING_OPTION,2025-10-15 13:22:00,25350.0,CE
2025-10-16,15,1.0,stress,MISSING_OPTION,2025-10-16 12:15:00,25500.0,CE
2025-10-17,15,1.0,stress,MISSING_OPTION,2025-10-17 10:52:00,25700.0,CE
2025-10-20,15,1.0,stress,NO_SIGNAL,,,
2025-10-21,15,1.0,stress,INSUFFICIENT_OR,,,
2025-10-31,15,1.0,stress,NO_SIGNAL,,,
2025-11-03,15,1.0,stress,NO_SIGNAL,,,
2025-11-07,15,1.0,stress,NO_SIGNAL,,,
2025-11-10,15,1.0,stress,NO_SIGNAL,,,
2025-11-11,15,1.0,stress,NO_SIGNAL,,,
2025-11-17,15,1.0,stress,NO_SIGNAL,,,
2025-11-18,15,1.0,stress,NO_SIGNAL,,,
2025-11-21,15,1.0,stress,NO_SIGNAL,,,
2025-11-25,15,1.0,stress,NO_SIGNAL,,,
2025-11-27,15,1.0,stress,NO_SIGNAL,,,
2025-11-28,15,1.0,stress,NO_SIGNAL,,,
2025-12-03,15,1.0,stress,NO_SIGNAL,,,
2025-12-09,15,1.0,stress,NO_SIGNAL,,,
2025-12-12,15,1.0,stress,NO_SIGNAL,,,
2025-12-15,15,1.0,stress,NO_SIGNAL,,,
2025-12-19,15,1.0,stress,NO_SIGNAL,,,
2025-12-22,15,1.0,stress,NO_SIGNAL,,,
2025-12-23,15,1.0,stress,NO_SIGNAL,,,
2025-12-24,15,1.0,stress,NO_SIGNAL,,,
2025-12-30,15,1.0,stress,NO_SIGNAL,,,
2026-01-01,15,1.0,stress,NO_SIGNAL,,,
2026-01-06,15,1.0,stress,NO_SIGNAL,,,
2026-01-07,15,1.0,stress,NO_SIGNAL,,,
2026-01-12,15,1.0,stress,NO_SIGNAL,,,
2026-01-14,15,1.0,stress,NO_SIGNAL,,,
2026-01-19,15,1.0,stress,NO_SIGNAL,,,
2026-01-27,15,1.0,stress,NO_SIGNAL,,,
2026-01-28,15,1.0,stress,NO_SIGNAL,,,
2026-02-03,15,1.0,stress,NO_SIGNAL,,,
2026-02-04,15,1.0,stress,NO_SIGNAL,,,
2026-02-05,15,1.0,stress,NO_SIGNAL,,,
2026-02-06,15,1.0,stress,NO_SIGNAL,,,
2026-02-09,15,1.0,stress,NO_SIGNAL,,,
2026-02-10,15,1.0,stress,NO_SIGNAL,,,
2026-02-11,15,1.0,stress,NO_SIGNAL,,,
2026-02-23,15,1.0,stress,NO_SIGNAL,,,
2026-02-25,15,1.0,stress,NO_SIGNAL,,,
2026-03-02,15,1.0,stress,NO_SIGNAL,,,
2026-03-04,15,1.0,stress,NO_SIGNAL,,,
2026-03-09,15,1.0,stress,NO_SIGNAL,,,
2026-03-10,15,1.0,stress,NO_SIGNAL,,,
2026-03-20,15,1.0,stress,NO_SIGNAL,,,
2026-03-23,15,1.0,stress,NO_SIGNAL,,,
2026-04-06,15,1.0,stress,NO_SIGNAL,,,
2026-04-08,15,1.0,stress,NO_SIGNAL,,,
2026-04-09,15,1.0,stress,NO_SIGNAL,,,
2026-04-10,15,1.0,stress,NO_SIGNAL,,,
2026-04-15,15,1.0,stress,NO_SIGNAL,,,
2026-04-17,15,1.0,stress,NO_SIGNAL,,,
2026-04-20,15,1.0,stress,NO_SIGNAL,,,
2026-04-21,15,1.0,stress,NO_SIGNAL,,,
2026-04-23,15,1.0,stress,NO_SIGNAL,,,
2026-04-27,15,1.0,stress,NO_SIGNAL,,,
2026-04-28,15,1.0,stress,NO_SIGNAL,,,
2026-04-30,15,1.0,stress,NO_SIGNAL,,,
2026-05-04,15,1.0,stress,NO_SIGNAL,,,
2026-05-05,15,1.0,stress,NO_SIGNAL,,,
2026-05-07,15,1.0,stress,NO_SIGNAL,,,
2026-05-08,15,1.0,stress,NO_SIGNAL,,,
2026-05-13,15,1.0,stress,NO_SIGNAL,,,
2026-05-15,15,1.0,stress,NO_SIGNAL,,,
2026-05-19,15,1.0,stress,NO_SIGNAL,,,
2026-05-22,15,1.0,stress,NO_SIGNAL,,,
2026-05-27,15,1.0,stress,NO_SIGNAL,,,
2026-06-03,15,1.0,stress,INSUFFICIENT_OR,,,
2026-06-04,15,1.0,stress,NO_SIGNAL,,,
2026-06-05,15,1.0,stress,MISSING_OPTION,2026-06-05 10:39:00,23350.0,PE
2026-06-08,15,1.0,stress,MISSING_OPTION,2026-06-08 12:43:00,23250.0,CE
2026-06-09,15,1.0,stress,MISSING_OPTION,2026-06-09 10:23:00,23150.0,PE
2026-06-10,15,1.0,stress,NO_SIGNAL,,,
2026-06-11,15,1.0,stress,MISSING_OPTION,2026-06-11 11:26:00,23250.0,CE
2026-06-12,15,1.0,stress,MISSING_OPTION,2026-06-12 10:00:00,23350.0,PE
2026-06-15,15,1.0,stress,MISSING_OPTION,2026-06-15 15:00:00,23850.0,PE
2026-06-17,15,1.0,stress,NO_SIGNAL,,,
2026-06-18,15,1.0,stress,NO_SIGNAL,,,
2026-06-22,15,1.0,stress,NO_SIGNAL,,,
2026-06-30,15,1.0,stress,NO_SIGNAL,,,
2026-07-02,15,1.0,stress,NO_SIGNAL,,,
2021-07-05,30,0.25,base,NO_SIGNAL,,,
2021-07-23,30,0.25,base,NO_SIGNAL,,,
2021-07-26,30,0.25,base,NO_SIGNAL,,,
2021-08-20,30,0.25,base,NO_SIGNAL,,,
2021-09-22,30,0.25,base,NO_SIGNAL,,,
2021-10-01,30,0.25,base,NO_SIGNAL,,,
2021-10-29,30,0.25,base,MISSING_OPTION,2021-10-29 10:40:00,17900.0,CE
2021-11-04,30,0.25,base,INSUFFICIENT_OR,,,
2021-12-01,30,0.25,base,NO_SIGNAL,,,
2021-12-29,30,0.25,base,NO_SIGNAL,,,
2022-01-06,30,0.25,base,NO_SIGNAL,,,
2022-01-17,30,0.25,base,NO_SIGNAL,,,
2022-02-04,30,0.25,base,NO_SIGNAL,,,
2022-02-17,30,0.25,base,NO_SIGNAL,,,
2022-03-07,30,0.25,base,INSUFFICIENT_OR,,,
2022-03-11,30,0.25,base,NO_SIGNAL,,,
2022-04-05,30,0.25,base,NO_SIGNAL,,,
2022-04-11,30,0.25,base,NO_SIGNAL,,,
2022-05-16,30,0.25,base,NO_SIGNAL,,,
2022-06-06,30,0.25,base,NO_SIGNAL,,,
2022-06-15,30,0.25,base,NO_SIGNAL,,,
2022-06-17,30,0.25,base,NO_SIGNAL,,,
2022-06-20,30,0.25,base,NO_SIGNAL,,,
2022-07-07,30,0.25,base,NO_SIGNAL,,,
2022-08-16,30,0.25,base,NO_SIGNAL,,,
2022-08-24,30,0.25,base,NO_SIGNAL,,,
2022-09-02,30,0.25,base,NO_SIGNAL,,,
2022-10-07,30,0.25,base,NO_SIGNAL,,,
2022-10-24,30,0.25,base,INSUFFICIENT_OR,,,
2022-11-03,30,0.25,base,NO_SIGNAL,,,
2022-11-21,30,0.25,base,NO_SIGNAL,,,
2022-11-25,30,0.25,base,NO_SIGNAL,,,
2022-12-06,30,0.25,base,NO_SIGNAL,,,
2022-12-27,30,0.25,base,NO_SIGNAL,,,
2023-01-19,30,0.25,base,NO_SIGNAL,,,
2023-01-30,30,0.25,base,NO_SIGNAL,,,
2023-01-31,30,0.25,base,NO_SIGNAL,,,
2023-02-02,30,0.25,base,NO_SIGNAL,,,
2023-02-06,30,0.25,base,NO_SIGNAL,,,
2023-02-09,30,0.25,base,NO_SIGNAL,,,
2023-02-10,30,0.25,base,NO_SIGNAL,,,
2023-03-10,30,0.25,base,NO_SIGNAL,,,
2023-04-03,30,0.25,base,NO_SIGNAL,,,
2023-05-02,30,0.25,base,NO_SIGNAL,,,
2023-05-11,30,0.25,base,NO_SIGNAL,,,
2023-05-23,30,0.25,base,NO_SIGNAL,,,
2023-05-29,30,0.25,base,NO_SIGNAL,,,
2023-05-30,30,0.25,base,NO_SIGNAL,,,
2023-06-05,30,0.25,base,NO_SIGNAL,,,
2023-06-12,30,0.25,base,NO_SIGNAL,,,
2023-06-14,30,0.25,base,NO_SIGNAL,,,
2023-06-21,30,0.25,base,NO_SIGNAL,,,
2023-06-23,30,0.25,base,NO_SIGNAL,,,
2023-06-26,30,0.25,base,NO_SIGNAL,,,
2023-07-03,30,0.25,base,NO_SIGNAL,,,
2023-07-05,30,0.25,base,NO_SIGNAL,,,
2023-08-22,30,0.25,base,NO_SIGNAL,,,
2023-08-29,30,0.25,base,NO_SIGNAL,,,
2023-09-26,30,0.25,base,NO_SIGNAL,,,
2023-10-03,30,0.25,base,NO_SIGNAL,,,
2023-10-11,30,0.25,base,NO_SIGNAL,,,
2023-10-20,30,0.25,base,NO_SIGNAL,,,
2023-11-08,30,0.25,base,NO_SIGNAL,,,
2023-11-12,30,0.25,base,INSUFFICIENT_OR,,,
2023-11-17,30,0.25,base,NO_SIGNAL,,,
2023-12-07,30,0.25,base,NO_SIGNAL,,,
2023-12-11,30,0.25,base,NO_SIGNAL,,,
2023-12-18,30,0.25,base,NO_SIGNAL,,,
2024-02-09,30,0.25,base,NO_SIGNAL,,,
2024-02-23,30,0.25,base,NO_SIGNAL,,,
2024-02-29,30,0.25,base,NO_SIGNAL,,,
2024-03-02,30,0.25,base,NO_SIGNAL,,,
2024-03-04,30,0.25,base,NO_SIGNAL,,,
2024-03-07,30,0.25,base,NO_SIGNAL,,,
2024-03-26,30,0.25,base,NO_SIGNAL,,,
2024-04-01,30,0.25,base,NO_SIGNAL,,,
2024-04-16,30,0.25,base,NO_SIGNAL,,,
2024-04-22,30,0.25,base,NO_SIGNAL,,,
2024-05-06,30,0.25,base,NO_SIGNAL,,,
2024-05-18,30,0.25,base,MISSING_OPTION,2024-05-18 09:53:00,22500.0,PE
2024-05-24,30,0.25,base,NO_SIGNAL,,,
2024-06-03,30,0.25,base,NO_SIGNAL,,,
2024-06-10,30,0.25,base,NO_SIGNAL,,,
2024-06-14,30,0.25,base,NO_SIGNAL,,,
2024-06-18,30,0.25,base,NO_SIGNAL,,,
2024-07-02,30,0.25,base,NO_SIGNAL,,,
2024-07-03,30,0.25,base,NO_SIGNAL,,,
2024-07-08,30,0.25,base,NO_SIGNAL,,,
2024-07-16,30,0.25,base,NO_SIGNAL,,,
2024-08-09,30,0.25,base,NO_SIGNAL,,,
2024-08-14,30,0.25,base,NO_SIGNAL,,,
2024-08-22,30,0.25,base,NO_SIGNAL,,,
2024-08-23,30,0.25,base,NO_SIGNAL,,,
2024-08-30,30,0.25,base,NO_SIGNAL,,,
2024-09-03,30,0.25,base,NO_SIGNAL,,,
2024-09-13,30,0.25,base,NO_SIGNAL,,,
2024-10-11,30,0.25,base,NO_SIGNAL,,,
2024-10-21,30,0.25,base,NO_SIGNAL,,,
2024-10-24,30,0.25,base,NO_SIGNAL,,,
2024-11-01,30,0.25,base,INSUFFICIENT_OR,,,
2024-11-14,30,0.25,base,NO_SIGNAL,,,
2024-11-18,30,0.25,base,NO_SIGNAL,,,
2024-11-21,30,0.25,base,NO_SIGNAL,,,
2024-12-19,30,0.25,base,NO_SIGNAL,,,
2025-01-15,30,0.25,base,NO_SIGNAL,,,
2025-02-25,30,0.25,base,NO_SIGNAL,,,
2025-02-27,30,0.25,base,NO_SIGNAL,,,
2025-03-17,30,0.25,base,NO_SIGNAL,,,
2025-04-03,30,0.25,base,NO_SIGNAL,,,
2025-04-07,30,0.25,base,NO_SIGNAL,,,
2025-04-09,30,0.25,base,NO_SIGNAL,,,
2025-04-15,30,0.25,base,NO_SIGNAL,,,
2025-04-29,30,0.25,base,NO_SIGNAL,,,
2025-05-07,30,0.25,base,NO_SIGNAL,,,
2025-05-09,30,0.25,base,NO_SIGNAL,,,
2025-05-14,30,0.25,base,NO_SIGNAL,,,
2025-05-26,30,0.25,base,NO_SIGNAL,,,
2025-05-28,30,0.25,base,NO_SIGNAL,,,
2025-06-09,30,0.25,base,NO_SIGNAL,,,
2025-06-10,30,0.25,base,NO_SIGNAL,,,
2025-06-18,30,0.25,base,NO_SIGNAL,,,
2025-06-19,30,0.25,base,NO_SIGNAL,,,
2025-07-01,30,0.25,base,NO_SIGNAL,,,
2025-07-07,30,0.25,base,NO_SIGNAL,,,
2025-08-14,30,0.25,base,NO_SIGNAL,,,
2025-08-18,30,0.25,base,NO_SIGNAL,,,
2025-08-21,30,0.25,base,NO_SIGNAL,,,
2025-08-28,30,0.25,base,NO_SIGNAL,,,
2025-09-17,30,0.25,base,NO_SIGNAL,,,
2025-09-24,30,0.25,base,NO_SIGNAL,,,
2025-09-26,30,0.25,base,MISSING_OPTION,2025-09-26 13:26:00,24750.0,PE
2025-10-15,30,0.25,base,MISSING_OPTION,2025-10-15 10:42:00,25300.0,CE
2025-10-16,30,0.25,base,MISSING_OPTION,2025-10-16 10:32:00,25450.0,CE
2025-10-17,30,0.25,base,MISSING_OPTION,2025-10-17 10:09:00,25650.0,CE
2025-10-20,30,0.25,base,NO_SIGNAL,,,
2025-10-21,30,0.25,base,INSUFFICIENT_OR,,,
2025-12-03,30,0.25,base,NO_SIGNAL,,,
2025-12-09,30,0.25,base,NO_SIGNAL,,,
2025-12-19,30,0.25,base,NO_SIGNAL,,,
2025-12-24,30,0.25,base,NO_SIGNAL,,,
2026-01-27,30,0.25,base,NO_SIGNAL,,,
2026-02-03,30,0.25,base,NO_SIGNAL,,,
2026-02-04,30,0.25,base,NO_SIGNAL,,,
2026-02-09,30,0.25,base,NO_SIGNAL,,,
2026-02-23,30,0.25,base,NO_SIGNAL,,,
2026-03-10,30,0.25,base,NO_SIGNAL,,,
2026-04-15,30,0.25,base,NO_SIGNAL,,,
2026-05-19,30,0.25,base,NO_SIGNAL,,,
2026-06-03,30,0.25,base,INSUFFICIENT_OR,,,
2026-06-04,30,0.25,base,MISSING_OPTION,2026-06-04 09:55:00,23400.0,CE
2026-06-05,30,0.25,base,MISSING_OPTION,2026-06-05 10:35:00,23400.0,PE
2026-06-08,30,0.25,base,MISSING_OPTION,2026-06-08 10:34:00,23200.0,CE
2026-06-09,30,0.25,base,MISSING_OPTION,2026-06-09 10:03:00,23150.0,PE
2026-06-10,30,0.25,base,MISSING_OPTION,2026-06-10 11:27:00,23400.0,CE
2026-06-11,30,0.25,base,MISSING_OPTION,2026-06-11 09:52:00,23150.0,CE
2026-06-12,30,0.25,base,MISSING_OPTION,2026-06-12 10:01:00,23350.0,PE
2026-06-15,30,0.25,base,MISSING_OPTION,2026-06-15 12:17:00,23700.0,PE
2026-06-16,30,0.25,base,MISSING_OPTION,2026-06-16 10:48:00,23950.0,CE
2026-06-17,30,0.25,base,MISSING_OPTION,2026-06-17 10:41:00,24300.0,CE
2026-06-18,30,0.25,base,MISSING_OPTION,2026-06-18 11:20:00,24050.0,PE
2026-06-30,30,0.25,base,NO_SIGNAL,,,
2021-07-05,30,0.25,stress,NO_SIGNAL,,,
2021-07-23,30,0.25,stress,NO_SIGNAL,,,
2021-07-26,30,0.25,stress,NO_SIGNAL,,,
2021-08-20,30,0.25,stress,NO_SIGNAL,,,
2021-09-22,30,0.25,stress,NO_SIGNAL,,,
2021-10-01,30,0.25,stress,NO_SIGNAL,,,
2021-10-29,30,0.25,stress,MISSING_OPTION,2021-10-29 10:40:00,17900.0,CE
2021-11-04,30,0.25,stress,INSUFFICIENT_OR,,,
2021-12-01,30,0.25,stress,NO_SIGNAL,,,
2021-12-29,30,0.25,stress,NO_SIGNAL,,,
2022-01-06,30,0.25,stress,NO_SIGNAL,,,
2022-01-17,30,0.25,stress,NO_SIGNAL,,,
2022-02-04,30,0.25,stress,NO_SIGNAL,,,
2022-02-17,30,0.25,stress,NO_SIGNAL,,,
2022-03-07,30,0.25,stress,INSUFFICIENT_OR,,,
2022-03-11,30,0.25,stress,NO_SIGNAL,,,
2022-04-05,30,0.25,stress,NO_SIGNAL,,,
2022-04-11,30,0.25,stress,NO_SIGNAL,,,
2022-05-16,30,0.25,stress,NO_SIGNAL,,,
2022-06-06,30,0.25,stress,NO_SIGNAL,,,
2022-06-15,30,0.25,stress,NO_SIGNAL,,,
2022-06-17,30,0.25,stress,NO_SIGNAL,,,
2022-06-20,30,0.25,stress,NO_SIGNAL,,,
2022-07-07,30,0.25,stress,NO_SIGNAL,,,
2022-08-16,30,0.25,stress,NO_SIGNAL,,,
2022-08-24,30,0.25,stress,NO_SIGNAL,,,
2022-09-02,30,0.25,stress,NO_SIGNAL,,,
2022-10-07,30,0.25,stress,NO_SIGNAL,,,
2022-10-24,30,0.25,stress,INSUFFICIENT_OR,,,
2022-11-03,30,0.25,stress,NO_SIGNAL,,,
2022-11-21,30,0.25,stress,NO_SIGNAL,,,
2022-11-25,30,0.25,stress,NO_SIGNAL,,,
2022-12-06,30,0.25,stress,NO_SIGNAL,,,
2022-12-27,30,0.25,stress,NO_SIGNAL,,,
2023-01-19,30,0.25,stress,NO_SIGNAL,,,
2023-01-30,30,0.25,stress,NO_SIGNAL,,,
2023-01-31,30,0.25,stress,NO_SIGNAL,,,
2023-02-02,30,0.25,stress,NO_SIGNAL,,,
2023-02-06,30,0.25,stress,NO_SIGNAL,,,
2023-02-09,30,0.25,stress,NO_SIGNAL,,,
2023-02-10,30,0.25,stress,NO_SIGNAL,,,
2023-03-10,30,0.25,stress,NO_SIGNAL,,,
2023-04-03,30,0.25,stress,NO_SIGNAL,,,
2023-05-02,30,0.25,stress,NO_SIGNAL,,,
2023-05-11,30,0.25,stress,NO_SIGNAL,,,
2023-05-23,30,0.25,stress,NO_SIGNAL,,,
2023-05-29,30,0.25,stress,NO_SIGNAL,,,
2023-05-30,30,0.25,stress,NO_SIGNAL,,,
2023-06-05,30,0.25,stress,NO_SIGNAL,,,
2023-06-12,30,0.25,stress,NO_SIGNAL,,,
2023-06-14,30,0.25,stress,NO_SIGNAL,,,
2023-06-21,30,0.25,stress,NO_SIGNAL,,,
2023-06-23,30,0.25,stress,NO_SIGNAL,,,
2023-06-26,30,0.25,stress,NO_SIGNAL,,,
2023-07-03,30,0.25,stress,NO_SIGNAL,,,
2023-07-05,30,0.25,stress,NO_SIGNAL,,,
2023-08-22,30,0.25,stress,NO_SIGNAL,,,
2023-08-29,30,0.25,stress,NO_SIGNAL,,,
2023-09-26,30,0.25,stress,NO_SIGNAL,,,
2023-10-03,30,0.25,stress,NO_SIGNAL,,,
2023-10-11,30,0.25,stress,NO_SIGNAL,,,
2023-10-20,30,0.25,stress,NO_SIGNAL,,,
2023-11-08,30,0.25,stress,NO_SIGNAL,,,
2023-11-12,30,0.25,stress,INSUFFICIENT_OR,,,
2023-11-17,30,0.25,stress,NO_SIGNAL,,,
2023-12-07,30,0.25,stress,NO_SIGNAL,,,
2023-12-11,30,0.25,stress,NO_SIGNAL,,,
2023-12-18,30,0.25,stress,NO_SIGNAL,,,
2024-02-09,30,0.25,stress,NO_SIGNAL,,,
2024-02-23,30,0.25,stress,NO_SIGNAL,,,
2024-02-29,30,0.25,stress,NO_SIGNAL,,,
2024-03-02,30,0.25,stress,NO_SIGNAL,,,
2024-03-04,30,0.25,stress,NO_SIGNAL,,,
2024-03-07,30,0.25,stress,NO_SIGNAL,,,
2024-03-26,30,0.25,stress,NO_SIGNAL,,,
2024-04-01,30,0.25,stress,NO_SIGNAL,,,
2024-04-16,30,0.25,stress,NO_SIGNAL,,,
2024-04-22,30,0.25,stress,NO_SIGNAL,,,
2024-05-06,30,0.25,stress,NO_SIGNAL,,,
2024-05-18,30,0.25,stress,MISSING_OPTION,2024-05-18 09:53:00,22500.0,PE
2024-05-24,30,0.25,stress,NO_SIGNAL,,,
2024-06-03,30,0.25,stress,NO_SIGNAL,,,
2024-06-10,30,0.25,stress,NO_SIGNAL,,,
2024-06-14,30,0.25,stress,NO_SIGNAL,,,
2024-06-18,30,0.25,stress,NO_SIGNAL,,,
2024-07-02,30,0.25,stress,NO_SIGNAL,,,
2024-07-03,30,0.25,stress,NO_SIGNAL,,,
2024-07-08,30,0.25,stress,NO_SIGNAL,,,
2024-07-16,30,0.25,stress,NO_SIGNAL,,,
2024-08-09,30,0.25,stress,NO_SIGNAL,,,
2024-08-14,30,0.25,stress,NO_SIGNAL,,,
2024-08-22,30,0.25,stress,NO_SIGNAL,,,
2024-08-23,30,0.25,stress,NO_SIGNAL,,,
2024-08-30,30,0.25,stress,NO_SIGNAL,,,
2024-09-03,30,0.25,stress,NO_SIGNAL,,,
2024-09-13,30,0.25,stress,NO_SIGNAL,,,
2024-10-11,30,0.25,stress,NO_SIGNAL,,,
2024-10-21,30,0.25,stress,NO_SIGNAL,,,
2024-10-24,30,0.25,stress,NO_SIGNAL,,,
2024-11-01,30,0.25,stress,INSUFFICIENT_OR,,,
2024-11-14,30,0.25,stress,NO_SIGNAL,,,
2024-11-18,30,0.25,stress,NO_SIGNAL,,,
2024-11-21,30,0.25,stress,NO_SIGNAL,,,
2024-12-19,30,0.25,stress,NO_SIGNAL,,,
2025-01-15,30,0.25,stress,NO_SIGNAL,,,
2025-02-25,30,0.25,stress,NO_SIGNAL,,,
2025-02-27,30,0.25,stress,NO_SIGNAL,,,
2025-03-17,30,0.25,stress,NO_SIGNAL,,,
2025-04-03,30,0.25,stress,NO_SIGNAL,,,
2025-04-07,30,0.25,stress,NO_SIGNAL,,,
2025-04-09,30,0.25,stress,NO_SIGNAL,,,
2025-04-15,30,0.25,stress,NO_SIGNAL,,,
2025-04-29,30,0.25,stress,NO_SIGNAL,,,
2025-05-07,30,0.25,stress,NO_SIGNAL,,,
2025-05-09,30,0.25,stress,NO_SIGNAL,,,
2025-05-14,30,0.25,stress,NO_SIGNAL,,,
2025-05-26,30,0.25,stress,NO_SIGNAL,,,
2025-05-28,30,0.25,stress,NO_SIGNAL,,,
2025-06-09,30,0.25,stress,NO_SIGNAL,,,
2025-06-10,30,0.25,stress,NO_SIGNAL,,,
2025-06-18,30,0.25,stress,NO_SIGNAL,,,
2025-06-19,30,0.25,stress,NO_SIGNAL,,,
2025-07-01,30,0.25,stress,NO_SIGNAL,,,
2025-07-07,30,0.25,stress,NO_SIGNAL,,,
2025-08-14,30,0.25,stress,NO_SIGNAL,,,
2025-08-18,30,0.25,stress,NO_SIGNAL,,,
2025-08-21,30,0.25,stress,NO_SIGNAL,,,
2025-08-28,30,0.25,stress,NO_SIGNAL,,,
2025-09-17,30,0.25,stress,NO_SIGNAL,,,
2025-09-24,30,0.25,stress,NO_SIGNAL,,,
2025-09-26,30,0.25,stress,MISSING_OPTION,2025-09-26 13:26:00,24750.0,PE
2025-10-15,30,0.25,stress,MISSING_OPTION,2025-10-15 10:42:00,25300.0,CE
2025-10-16,30,0.25,stress,MISSING_OPTION,2025-10-16 10:32:00,25450.0,CE
2025-10-17,30,0.25,stress,MISSING_OPTION,2025-10-17 10:09:00,25650.0,CE
2025-10-20,30,0.25,stress,NO_SIGNAL,,,
2025-10-21,30,0.25,stress,INSUFFICIENT_OR,,,
2025-12-03,30,0.25,stress,NO_SIGNAL,,,
2025-12-09,30,0.25,stress,NO_SIGNAL,,,
2025-12-19,30,0.25,stress,NO_SIGNAL,,,
2025-12-24,30,0.25,stress,NO_SIGNAL,,,
2026-01-27,30,0.25,stress,NO_SIGNAL,,,
2026-02-03,30,0.25,stress,NO_SIGNAL,,,
2026-02-04,30,0.25,stress,NO_SIGNAL,,,
2026-02-09,30,0.25,stress,NO_SIGNAL,,,
2026-02-23,30,0.25,stress,NO_SIGNAL,,,
2026-03-10,30,0.25,stress,NO_SIGNAL,,,
2026-04-15,30,0.25,stress,NO_SIGNAL,,,
2026-05-19,30,0.25,stress,NO_SIGNAL,,,
2026-06-03,30,0.25,stress,INSUFFICIENT_OR,,,
2026-06-04,30,0.25,stress,MISSING_OPTION,2026-06-04 09:55:00,23400.0,CE
2026-06-05,30,0.25,stress,MISSING_OPTION,2026-06-05 10:35:00,23400.0,PE
2026-06-08,30,0.25,stress,MISSING_OPTION,2026-06-08 10:34:00,23200.0,CE
2026-06-09,30,0.25,stress,MISSING_OPTION,2026-06-09 10:03:00,23150.0,PE
2026-06-10,30,0.25,stress,MISSING_OPTION,2026-06-10 11:27:00,23400.0,CE
2026-06-11,30,0.25,stress,MISSING_OPTION,2026-06-11 09:52:00,23150.0,CE
2026-06-12,30,0.25,stress,MISSING_OPTION,2026-06-12 10:01:00,23350.0,PE
2026-06-15,30,0.25,stress,MISSING_OPTION,2026-06-15 12:17:00,23700.0,PE
2026-06-16,30,0.25,stress,MISSING_OPTION,2026-06-16 10:48:00,23950.0,CE
2026-06-17,30,0.25,stress,MISSING_OPTION,2026-06-17 10:41:00,24300.0,CE
2026-06-18,30,0.25,stress,MISSING_OPTION,2026-06-18 11:20:00,24050.0,PE
2026-06-30,30,0.25,stress,NO_SIGNAL,,,
2021-07-02,30,0.5,base,NO_SIGNAL,,,
2021-07-05,30,0.5,base,NO_SIGNAL,,,
2021-07-07,30,0.5,base,NO_SIGNAL,,,
2021-07-13,30,0.5,base,NO_SIGNAL,,,
2021-07-19,30,0.5,base,NO_SIGNAL,,,
